Node,Demand,Pattern,Category
147,0.000634,Domestic,
147,0.000761,Domestic,
147,0.000856,Domestic,
147,0.00092,Domestic,
147,0.001332,Domestic,
147,0.001427,Domestic,
147,0.001522,Domestic,
147,0.002093,Domestic,
147,0.002156,Domestic,
147,0.002156,Domestic,
147,0.00241,Domestic,
147,0.002442,Domestic,
147,0.002727,Domestic,
147,0.00279,Domestic,
147,0.003108,Domestic,
147,0.003773,Domestic,
147,0.004281,Domestic,
147,0.004788,Domestic,
147,0.004915,Domestic,
147,0.005042,Domestic,
147,0.005169,Domestic,
147,0.005961,Domestic,
147,0.006405,Domestic,
147,0.006596,Domestic,
148,3.20E-05,Domestic,
148,3.20E-05,Domestic,
148,3.20E-05,Domestic,
148,6.30E-05,Domestic,
148,6.30E-05,Domestic,
148,6.30E-05,Domestic,
148,0.000317,Domestic,
148,0.000698,Domestic,
148,0.000698,Domestic,
148,0.000824,Domestic,
148,0.000824,Domestic,
148,0.000888,Domestic,
148,0.00092,Domestic,
148,0.001046,Domestic,
148,0.00111,Domestic,
148,0.001237,Domestic,
148,0.0013,Domestic,
148,0.001459,Domestic,
148,0.00149,Domestic,
148,0.001554,Domestic,
148,0.001617,Domestic,
148,0.001649,Domestic,
148,0.001712,Domestic,
148,0.001744,Domestic,
148,0.001744,Domestic,
148,0.001776,Domestic,
148,0.001966,Domestic,
148,0.001998,Domestic,
148,0.002029,Domestic,
148,0.002125,Domestic,
148,0.002188,Domestic,
148,0.00222,Domestic,
148,0.002251,Domestic,
148,0.002283,Domestic,
148,0.002283,Domestic,
148,0.002347,Domestic,
148,0.002632,Domestic,
148,0.002854,Domestic,
148,0.002886,Domestic,
148,0.002981,Domestic,
148,0.003139,Domestic,
148,0.003139,Domestic,
148,0.003139,Domestic,
148,0.003266,Domestic,
148,0.003298,Domestic,
148,0.003361,Domestic,
148,0.003615,Domestic,
148,0.003647,Domestic,
148,0.003678,Domestic,
148,0.00371,Domestic,
148,0.003742,Domestic,
148,0.003995,Domestic,
148,0.003995,Domestic,
148,0.004059,Domestic,
148,0.004249,Domestic,
148,0.004249,Domestic,
148,0.004281,Domestic,
148,0.004313,Domestic,
148,0.004598,Domestic,
148,0.004693,Domestic,
148,0.004915,Domestic,
148,0.00501,Domestic,
148,0.005042,Domestic,
148,0.005137,Domestic,
148,0.005422,Domestic,
148,0.006564,Domestic,
148,0.041762,Domestic,
149,0.000159,Domestic,
149,0.000254,Domestic,
149,0.000317,Domestic,
149,0.000381,Domestic,
149,0.000444,Domestic,
149,0.000634,Domestic,
149,0.000824,Domestic,
149,0.000888,Domestic,
149,0.001015,Domestic,
149,0.001078,Domestic,
149,0.001268,Domestic,
149,0.001268,Domestic,
149,0.001681,Domestic,
149,0.001744,Domestic,
149,0.001776,Domestic,
149,0.00222,Domestic,
149,0.002473,Domestic,
149,0.003361,Domestic,
149,0.003488,Domestic,
149,0.004027,Domestic,
149,0.004439,Domestic,
149,0.004503,Domestic,
149,0.004756,Domestic,
149,0.006913,Domestic,
15,0.000381,Domestic,
15,0.00111,Domestic,
15,0.001427,Domestic,
15,0.001871,Domestic,
15,0.00222,Domestic,
15,0.002727,Domestic,
15,0.003583,Domestic,
15,0.003647,Domestic,
15,0.004408,Domestic,
15,0.004535,Domestic,
15,0.007515,Domestic,
150,3.20E-05,Domestic,
150,3.20E-05,Domestic,
150,6.30E-05,Domestic,
150,6.30E-05,Domestic,
150,6.30E-05,Domestic,
150,6.30E-05,Domestic,
150,9.50E-05,Domestic,
150,9.50E-05,Domestic,
150,9.50E-05,Domestic,
150,0.000159,Domestic,
150,0.00019,Domestic,
150,0.00019,Domestic,
150,0.000254,Domestic,
150,0.000254,Domestic,
150,0.000317,Domestic,
150,0.000444,Domestic,
150,0.000476,Domestic,
150,0.000476,Domestic,
150,0.000539,Domestic,
150,0.000539,Domestic,
150,0.000571,Domestic,
150,0.000602,Domestic,
150,0.000602,Domestic,
150,0.000634,Domestic,
150,0.000666,Domestic,
150,0.000793,Domestic,
150,0.000888,Domestic,
150,0.000888,Domestic,
150,0.000888,Domestic,
150,0.000983,Domestic,
150,0.001015,Domestic,
150,0.001015,Domestic,
150,0.001078,Domestic,
150,0.00111,Domestic,
150,0.001142,Domestic,
150,0.001237,Domestic,
150,0.001268,Domestic,
150,0.0013,Domestic,
150,0.001332,Domestic,
150,0.001364,Domestic,
150,0.001459,Domestic,
150,0.001459,Domestic,
150,0.001459,Domestic,
150,0.001522,Domestic,
150,0.001522,Domestic,
150,0.001554,Domestic,
150,0.001554,Domestic,
150,0.001554,Domestic,
150,0.001554,Domestic,
150,0.001585,Domestic,
150,0.001585,Domestic,
150,0.001585,Domestic,
150,0.001681,Domestic,
150,0.001681,Domestic,
150,0.001712,Domestic,
150,0.001712,Domestic,
150,0.001776,Domestic,
150,0.001807,Domestic,
150,0.001807,Domestic,
150,0.001839,Domestic,
150,0.001871,Domestic,
150,0.001966,Domestic,
150,0.001998,Domestic,
150,0.002029,Domestic,
150,0.002061,Domestic,
150,0.002061,Domestic,
150,0.002093,Domestic,
150,0.002093,Domestic,
150,0.002188,Domestic,
150,0.00222,Domestic,
150,0.002251,Domestic,
150,0.002315,Domestic,
150,0.002315,Domestic,
150,0.002347,Domestic,
150,0.002347,Domestic,
150,0.002378,Domestic,
150,0.00241,Domestic,
150,0.002473,Domestic,
150,0.002473,Domestic,
150,0.002568,Domestic,
150,0.0026,Domestic,
150,0.002632,Domestic,
150,0.002632,Domestic,
150,0.002632,Domestic,
150,0.002664,Domestic,
150,0.002727,Domestic,
150,0.002759,Domestic,
150,0.00279,Domestic,
150,0.002854,Domestic,
150,0.002886,Domestic,
150,0.002917,Domestic,
150,0.002981,Domestic,
150,0.003012,Domestic,
150,0.003044,Domestic,
150,0.003044,Domestic,
150,0.003044,Domestic,
150,0.003076,Domestic,
150,0.003108,Domestic,
150,0.003108,Domestic,
150,0.003171,Domestic,
150,0.003234,Domestic,
150,0.003361,Domestic,
150,0.003393,Domestic,
150,0.003393,Domestic,
150,0.003425,Domestic,
150,0.003488,Domestic,
150,0.00352,Domestic,
150,0.003615,Domestic,
150,0.003647,Domestic,
150,0.003647,Domestic,
150,0.003647,Domestic,
150,0.003678,Domestic,
150,0.003837,Domestic,
150,0.0039,Domestic,
150,0.0039,Domestic,
150,0.003932,Domestic,
150,0.003964,Domestic,
150,0.003995,Domestic,
150,0.004027,Domestic,
150,0.004059,Domestic,
150,0.004059,Domestic,
150,0.004122,Domestic,
150,0.004154,Domestic,
150,0.004217,Domestic,
150,0.004313,Domestic,
150,0.004408,Domestic,
150,0.004503,Domestic,
150,0.004883,Domestic,
150,0.004947,Domestic,
150,0.005074,Domestic,
150,0.005486,Domestic,
150,0.005549,Domestic,
150,0.005644,Domestic,
150,0.005835,Domestic,
150,0.005866,Domestic,
150,0.00593,Domestic,
150,0.00631,Domestic,
150,0.006374,Domestic,
150,0.006564,Domestic,
150,0.007293,Domestic,
150,0.007293,Domestic,
150,0.007325,Domestic,
150,0.007832,Domestic,
150,0.010718,Domestic,
150,0.014333,Domestic,
150,0.092656,Domestic,
151,9.50E-05,Domestic,
151,0.000539,Domestic,
151,0.000793,Domestic,
151,0.00149,Domestic,
151,0.001744,Domestic,
151,0.001776,Domestic,
151,0.002029,Domestic,
151,0.002632,Domestic,
151,0.002759,Domestic,
151,0.003203,Domestic,
151,0.003203,Domestic,
151,0.003298,Domestic,
151,0.004344,Domestic,
151,0.004788,Domestic,
151,0.00482,Domestic,
152,6.30E-05,Domestic,
152,0.000127,Domestic,
152,0.000159,Domestic,
152,0.00019,Domestic,
152,0.000317,Domestic,
152,0.000729,Domestic,
152,0.000983,Domestic,
152,0.001078,Domestic,
152,0.001237,Domestic,
152,0.001364,Domestic,
152,0.001744,Domestic,
152,0.001839,Domestic,
152,0.001903,Domestic,
152,0.001966,Domestic,
152,0.002093,Domestic,
152,0.002188,Domestic,
152,0.002473,Domestic,
152,0.002695,Domestic,
152,0.002822,Domestic,
152,0.002854,Domestic,
152,0.003108,Domestic,
152,0.003551,Domestic,
152,0.003583,Domestic,
152,0.0039,Domestic,
152,0.004059,Domestic,
152,0.004376,Domestic,
152,0.004566,Domestic,
152,0.004725,Domestic,
152,0.005137,Domestic,
152,0.005518,Domestic,
153,3.20E-05,Domestic,
153,6.30E-05,Domestic,
153,6.30E-05,Domestic,
153,0.000222,Domestic,
153,0.000254,Domestic,
153,0.000381,Domestic,
153,0.000412,Domestic,
153,0.000444,Domestic,
153,0.000602,Domestic,
153,0.000634,Domestic,
153,0.000698,Domestic,
153,0.000824,Domestic,
153,0.000856,Domestic,
153,0.00092,Domestic,
153,0.00092,Domestic,
153,0.001078,Domestic,
153,0.001237,Domestic,
153,0.001934,Domestic,
153,0.002061,Domestic,
153,0.002347,Domestic,
153,0.003234,Domestic,
153,0.00742,Domestic,
154,0.000222,Domestic,
154,0.00092,Domestic,
154,0.001332,Domestic,
154,0.001744,Domestic,
154,0.001744,Domestic,
154,0.001871,Domestic,
154,0.001871,Domestic,
154,0.002125,Domestic,
154,0.003425,Domestic,
154,0.004408,Domestic,
154,0.00723,Domestic,
154,0.007484,Domestic,
155,6.30E-05,Domestic,
155,6.30E-05,Domestic,
155,9.50E-05,Domestic,
155,0.000127,Domestic,
155,0.000285,Domestic,
155,0.000476,Domestic,
155,0.000476,Domestic,
155,0.000602,Domestic,
155,0.000824,Domestic,
155,0.000824,Domestic,
155,0.000856,Domestic,
155,0.000951,Domestic,
155,0.000951,Domestic,
155,0.000983,Domestic,
155,0.001046,Domestic,
155,0.001078,Domestic,
155,0.001173,Domestic,
155,0.001237,Domestic,
155,0.0013,Domestic,
155,0.001364,Domestic,
155,0.001427,Domestic,
155,0.00149,Domestic,
155,0.001522,Domestic,
155,0.001617,Domestic,
155,0.001681,Domestic,
155,0.001712,Domestic,
155,0.001807,Domestic,
155,0.001903,Domestic,
155,0.001903,Domestic,
155,0.001966,Domestic,
155,0.002029,Domestic,
155,0.002125,Domestic,
155,0.002125,Domestic,
155,0.00222,Domestic,
155,0.00222,Domestic,
155,0.002251,Domestic,
155,0.002251,Domestic,
155,0.002347,Domestic,
155,0.002473,Domestic,
155,0.0026,Domestic,
155,0.002632,Domestic,
155,0.002632,Domestic,
155,0.002695,Domestic,
155,0.002727,Domestic,
155,0.002759,Domestic,
155,0.002854,Domestic,
155,0.002854,Domestic,
155,0.002949,Domestic,
155,0.002981,Domestic,
155,0.003012,Domestic,
155,0.003012,Domestic,
155,0.003044,Domestic,
155,0.003044,Domestic,
155,0.003076,Domestic,
155,0.003203,Domestic,
155,0.003361,Domestic,
155,0.003456,Domestic,
155,0.004027,Domestic,
155,0.004408,Domestic,
155,0.004408,Domestic,
155,0.004439,Domestic,
155,0.004725,Domestic,
155,0.004947,Domestic,
155,0.005391,Domestic,
155,0.005518,Domestic,
155,0.005549,Domestic,
155,0.005961,Domestic,
155,0.006215,Domestic,
155,0.00631,Domestic,
155,0.006437,Domestic,
155,0.006596,Domestic,
155,0.006881,Domestic,
155,0.007103,Domestic,
155,0.00723,Domestic,
155,0.00742,Domestic,
155,0.007705,Domestic,
155,0.007705,Domestic,
155,0.009703,Domestic,
155,0.013445,Domestic,
156,6.30E-05,Domestic,
156,9.50E-05,Domestic,
156,0.000285,Domestic,
156,0.000317,Domestic,
156,0.000317,Domestic,
156,0.000381,Domestic,
156,0.000412,Domestic,
156,0.000476,Domestic,
156,0.000476,Domestic,
156,0.000507,Domestic,
156,0.000602,Domestic,
156,0.000793,Domestic,
156,0.000888,Domestic,
156,0.000983,Domestic,
156,0.00111,Domestic,
156,0.00111,Domestic,
156,0.001205,Domestic,
156,0.001205,Domestic,
156,0.001205,Domestic,
156,0.001237,Domestic,
156,0.001332,Domestic,
156,0.001364,Domestic,
156,0.001395,Domestic,
156,0.001395,Domestic,
156,0.001522,Domestic,
156,0.001554,Domestic,
156,0.001585,Domestic,
156,0.001585,Domestic,
156,0.001585,Domestic,
156,0.001585,Domestic,
156,0.001649,Domestic,
156,0.001871,Domestic,
156,0.001871,Domestic,
156,0.001934,Domestic,
156,0.001934,Domestic,
156,0.002061,Domestic,
156,0.002093,Domestic,
156,0.002347,Domestic,
156,0.002347,Domestic,
156,0.00241,Domestic,
156,0.002473,Domestic,
156,0.0026,Domestic,
156,0.002632,Domestic,
156,0.002695,Domestic,
156,0.00279,Domestic,
156,0.002822,Domestic,
156,0.003044,Domestic,
156,0.003044,Domestic,
156,0.003108,Domestic,
156,0.003203,Domestic,
156,0.003266,Domestic,
156,0.003298,Domestic,
156,0.003456,Domestic,
156,0.003678,Domestic,
156,0.003678,Domestic,
156,0.00371,Domestic,
156,0.003805,Domestic,
156,0.003932,Domestic,
156,0.003932,Domestic,
156,0.003964,Domestic,
156,0.003995,Domestic,
156,0.004027,Domestic,
156,0.004027,Domestic,
156,0.004344,Domestic,
156,0.004883,Domestic,
156,0.005042,Domestic,
156,0.005169,Domestic,
156,0.005232,Domestic,
156,0.005264,Domestic,
156,0.005644,Domestic,
156,0.005771,Domestic,
156,0.005803,Domestic,
156,0.006215,Domestic,
156,0.006913,Domestic,
156,0.009767,Domestic,
156,0.018138,Domestic,
157,3.20E-05,Domestic,
157,3.20E-05,Domestic,
157,3.20E-05,Domestic,
157,9.50E-05,Domestic,
157,0.000127,Domestic,
157,0.000127,Domestic,
157,0.000159,Domestic,
157,0.000285,Domestic,
157,0.000317,Domestic,
157,0.000381,Domestic,
157,0.000507,Domestic,
157,0.000571,Domestic,
157,0.000793,Domestic,
157,0.000856,Domestic,
157,0.00092,Domestic,
157,0.001142,Domestic,
157,0.001205,Domestic,
157,0.001268,Domestic,
157,0.0013,Domestic,
157,0.001427,Domestic,
157,0.001554,Domestic,
157,0.001807,Domestic,
157,0.001807,Domestic,
157,0.001871,Domestic,
157,0.001966,Domestic,
157,0.002029,Domestic,
157,0.002029,Domestic,
157,0.002061,Domestic,
157,0.002125,Domestic,
157,0.002315,Domestic,
157,0.002315,Domestic,
157,0.002568,Domestic,
157,0.002568,Domestic,
157,0.002727,Domestic,
157,0.002854,Domestic,
157,0.002917,Domestic,
157,0.003234,Domestic,
157,0.003647,Domestic,
157,0.003805,Domestic,
157,0.003869,Domestic,
157,0.004281,Domestic,
157,0.004471,Domestic,
157,0.004598,Domestic,
157,0.004915,Domestic,
157,0.005422,Domestic,
157,0.00612,Domestic,
157,0.006754,Domestic,
157,0.007103,Domestic,
157,0.007484,Domestic,
159,0.000254,Domestic,
159,0.002664,Domestic,
159,0.003869,Domestic,
159,0.0039,Domestic,
159,0.005993,Domestic,
159,0.007832,Domestic,
16,3.20E-05,Domestic,
16,0.000856,Domestic,
16,0.000888,Domestic,
16,0.003203,Domestic,
16,0.003361,Domestic,
16,0.011416,Domestic,
16,0.016362,Domestic,
161,0.00019,Domestic,
161,0.000349,Domestic,
161,0.000793,Domestic,
161,0.000856,Domestic,
161,0.001459,Domestic,
161,0.001522,Domestic,
161,0.001839,Domestic,
161,0.001871,Domestic,
161,0.001934,Domestic,
161,0.002156,Domestic,
161,0.002188,Domestic,
161,0.00222,Domestic,
161,0.002568,Domestic,
161,0.002727,Domestic,
161,0.00279,Domestic,
161,0.00279,Domestic,
161,0.002886,Domestic,
161,0.003076,Domestic,
161,0.003298,Domestic,
161,0.003298,Domestic,
161,0.003488,Domestic,
161,0.003995,Domestic,
161,0.004439,Domestic,
161,0.00612,Domestic,
161,0.009259,Domestic,
163,0.003298,Domestic,
164,0.005739,Domestic,
164,0.008847,Domestic,
166,6.30E-05,Domestic,
166,9.50E-05,Domestic,
166,0.000254,Domestic,
166,0.000476,Domestic,
166,0.000888,Domestic,
166,0.001015,Domestic,
166,0.001046,Domestic,
166,0.001046,Domestic,
166,0.001364,Domestic,
166,0.001395,Domestic,
166,0.001585,Domestic,
166,0.001617,Domestic,
166,0.001776,Domestic,
166,0.002632,Domestic,
166,0.00333,Domestic,
166,0.00352,Domestic,
166,0.003647,Domestic,
166,0.003869,Domestic,
166,0.003932,Domestic,
166,0.004186,Domestic,
166,0.004249,Domestic,
166,0.00593,Domestic,
167,0.001046,Domestic,
167,0.001585,Domestic,
167,0.002632,Domestic,
167,0.003647,Domestic,
168,3.20E-05,Domestic,
168,0.000159,Domestic,
168,0.000317,Domestic,
168,0.000983,Domestic,
168,0.00111,Domestic,
168,0.001205,Domestic,
168,0.001205,Domestic,
168,0.001268,Domestic,
168,0.0013,Domestic,
168,0.001459,Domestic,
168,0.001934,Domestic,
168,0.002188,Domestic,
168,0.00222,Domestic,
168,0.002251,Domestic,
168,0.002442,Domestic,
168,0.002505,Domestic,
168,0.002537,Domestic,
168,0.002727,Domestic,
168,0.002759,Domestic,
168,0.002854,Domestic,
168,0.003044,Domestic,
168,0.003361,Domestic,
168,0.003932,Domestic,
168,0.004439,Domestic,
168,0.004693,Domestic,
168,0.00482,Domestic,
168,0.004978,Domestic,
168,0.005613,Domestic,
168,0.005739,Domestic,
168,0.006025,Domestic,
168,0.006754,Domestic,
168,0.007579,Domestic,
169,0.000507,Domestic,
169,0.000634,Domestic,
169,0.001015,Domestic,
169,0.001078,Domestic,
169,0.001142,Domestic,
169,0.001522,Domestic,
169,0.001998,Domestic,
169,0.002188,Domestic,
169,0.002473,Domestic,
169,0.003361,Domestic,
169,0.003393,Domestic,
169,0.003869,Domestic,
169,0.003964,Domestic,
169,0.004027,Domestic,
169,0.004059,Domestic,
169,0.004186,Domestic,
169,0.004281,Domestic,
169,0.004408,Domestic,
169,0.004439,Domestic,
169,0.005169,Domestic,
169,0.005296,Domestic,
169,0.005613,Domestic,
169,0.005961,Domestic,
169,0.006183,Domestic,
169,0.006659,Domestic,
169,0.006944,Domestic,
170,3.20E-05,Domestic,
170,0.000349,Domestic,
170,0.000444,Domestic,
170,0.000476,Domestic,
170,0.000888,Domestic,
170,0.00092,Domestic,
170,0.001046,Domestic,
170,0.00111,Domestic,
170,0.001142,Domestic,
170,0.001237,Domestic,
170,0.001934,Domestic,
170,0.002537,Domestic,
170,0.002632,Domestic,
170,0.002822,Domestic,
170,0.002854,Domestic,
170,0.002886,Domestic,
170,0.002949,Domestic,
170,0.003044,Domestic,
170,0.003234,Domestic,
170,0.00352,Domestic,
170,0.003615,Domestic,
170,0.004217,Domestic,
170,0.004535,Domestic,
170,0.005327,Domestic,
170,0.006944,Domestic,
170,0.007959,Domestic,
170,0.017155,Domestic,
171,0.000222,Domestic,
171,0.000666,Domestic,
171,0.001046,Domestic,
171,0.001173,Domestic,
171,0.001554,Domestic,
171,0.001903,Domestic,
171,0.002283,Domestic,
171,0.003583,Domestic,
171,0.004122,Domestic,
171,0.005042,Domestic,
171,0.007547,Domestic,
172,0.000285,Domestic,
172,0.000824,Domestic,
172,0.001807,Domestic,
172,0.001871,Domestic,
172,0.001934,Domestic,
172,0.001998,Domestic,
172,0.003393,Domestic,
172,0.004344,Domestic,
172,0.004915,Domestic,
172,0.00631,Domestic,
173,6.30E-05,Domestic,
173,0.000159,Domestic,
173,0.000222,Domestic,
173,0.000254,Domestic,
173,0.000824,Domestic,
173,0.0013,Domestic,
173,0.001585,Domestic,
173,0.002283,Domestic,
173,0.002347,Domestic,
173,0.002378,Domestic,
173,0.002632,Domestic,
173,0.002949,Domestic,
173,0.003012,Domestic,
173,0.003012,Domestic,
173,0.003234,Domestic,
173,0.003773,Domestic,
173,0.004027,Domestic,
173,0.004788,Domestic,
173,0.005105,Domestic,
173,0.005327,Domestic,
173,0.005581,Domestic,
173,0.007705,Domestic,
173,0.01132,Domestic,
174,3.20E-05,Domestic,
174,0.000159,Domestic,
174,0.000285,Domestic,
174,0.001395,Domestic,
174,0.001807,Domestic,
174,0.001871,Domestic,
174,0.0026,Domestic,
174,0.002854,Domestic,
174,0.002886,Domestic,
174,0.003456,Domestic,
175,0.001934,Domestic,
175,0.002917,Domestic,
175,0.006215,Domestic,
176,0.000381,Domestic,
176,0.00149,Domestic,
176,0.00149,Domestic,
176,0.00352,Domestic,
176,0.003964,Domestic,
176,0.004947,Domestic,
176,0.005581,Domestic,
177,9.50E-05,Domestic,
177,0.000159,Domestic,
177,0.00111,Domestic,
177,0.001268,Domestic,
177,0.001776,Domestic,
177,0.002125,Domestic,
177,0.002188,Domestic,
177,0.00222,Domestic,
177,0.002473,Domestic,
177,0.002473,Domestic,
177,0.002664,Domestic,
177,0.002664,Domestic,
177,0.002695,Domestic,
177,0.003393,Domestic,
177,0.003456,Domestic,
177,0.003773,Domestic,
177,0.004535,Domestic,
177,0.004566,Domestic,
177,0.0052,Domestic,
177,0.005327,Domestic,
177,0.005644,Domestic,
177,0.005739,Domestic,
177,0.007896,Domestic,
177,0.009006,Domestic,
177,0.012081,Domestic,
177,0.019184,Domestic,
177,0.030917,Domestic,
179,0.000634,Domestic,
179,0.00279,Domestic,
179,0.031868,Domestic,
180,0.015411,Domestic,
180,0.06231,Domestic,
181,0.000824,Domestic,
181,0.002664,Domestic,
181,0.029522,Domestic,
183,0.000793,Domestic,
183,0.001268,Domestic,
183,0.016109,Domestic,
183,0.027048,Domestic,
183,0.079306,Domestic,
184,6.30E-05,Domestic,
184,0.000507,Domestic,
184,0.002568,Domestic,
185,3.20E-05,Domestic,
185,0.00019,Domestic,
185,0.000254,Domestic,
185,0.000349,Domestic,
185,0.000571,Domestic,
185,0.000602,Domestic,
185,0.000634,Domestic,
185,0.000634,Domestic,
185,0.000824,Domestic,
185,0.000856,Domestic,
185,0.00092,Domestic,
185,0.001078,Domestic,
185,0.001427,Domestic,
185,0.001744,Domestic,
185,0.001744,Domestic,
185,0.001744,Domestic,
185,0.001776,Domestic,
185,0.001871,Domestic,
185,0.002093,Domestic,
185,0.002347,Domestic,
185,0.002378,Domestic,
185,0.002473,Domestic,
185,0.002537,Domestic,
185,0.002568,Domestic,
185,0.002632,Domestic,
185,0.002632,Domestic,
185,0.002664,Domestic,
185,0.003266,Domestic,
185,0.003266,Domestic,
185,0.003678,Domestic,
185,0.003869,Domestic,
185,0.004978,Domestic,
185,0.00501,Domestic,
185,0.006374,Domestic,
186,3.20E-05,Domestic,
186,0.000317,Domestic,
186,0.000349,Domestic,
186,0.000381,Domestic,
186,0.000476,Domestic,
186,0.000507,Domestic,
186,0.000824,Domestic,
186,0.000983,Domestic,
186,0.000983,Domestic,
186,0.000983,Domestic,
186,0.001078,Domestic,
186,0.001173,Domestic,
186,0.001395,Domestic,
186,0.001554,Domestic,
186,0.001617,Domestic,
186,0.001649,Domestic,
186,0.001681,Domestic,
186,0.001744,Domestic,
186,0.001807,Domestic,
186,0.001871,Domestic,
186,0.001934,Domestic,
186,0.001998,Domestic,
186,0.002061,Domestic,
186,0.002061,Domestic,
186,0.002093,Domestic,
186,0.002188,Domestic,
186,0.002188,Domestic,
186,0.00222,Domestic,
186,0.002378,Domestic,
186,0.002442,Domestic,
186,0.002442,Domestic,
186,0.002632,Domestic,
186,0.002727,Domestic,
186,0.002822,Domestic,
186,0.002822,Domestic,
186,0.002949,Domestic,
186,0.003234,Domestic,
186,0.00333,Domestic,
186,0.003488,Domestic,
186,0.00352,Domestic,
186,0.003615,Domestic,
186,0.004059,Domestic,
186,0.004154,Domestic,
186,0.004281,Domestic,
186,0.004281,Domestic,
186,0.004313,Domestic,
186,0.004344,Domestic,
186,0.004344,Domestic,
186,0.004947,Domestic,
186,0.005042,Domestic,
186,0.005137,Domestic,
186,0.005803,Domestic,
186,0.006374,Domestic,
186,0.007071,Domestic,
186,0.008086,Domestic,
187,3.20E-05,Domestic,
187,0.000127,Domestic,
187,0.000159,Domestic,
187,0.000159,Domestic,
187,0.000159,Domestic,
187,0.000412,Domestic,
187,0.000444,Domestic,
187,0.000539,Domestic,
187,0.000571,Domestic,
187,0.000634,Domestic,
187,0.000634,Domestic,
187,0.000761,Domestic,
187,0.000951,Domestic,
187,0.000951,Domestic,
187,0.001142,Domestic,
187,0.001173,Domestic,
187,0.001205,Domestic,
187,0.001237,Domestic,
187,0.001268,Domestic,
187,0.001459,Domestic,
187,0.00149,Domestic,
187,0.001522,Domestic,
187,0.001554,Domestic,
187,0.001617,Domestic,
187,0.001871,Domestic,
187,0.001934,Domestic,
187,0.001998,Domestic,
187,0.002029,Domestic,
187,0.002093,Domestic,
187,0.002473,Domestic,
187,0.002854,Domestic,
187,0.002854,Domestic,
187,0.002886,Domestic,
187,0.003266,Domestic,
187,0.003425,Domestic,
187,0.003551,Domestic,
187,0.003647,Domestic,
187,0.003647,Domestic,
187,0.003678,Domestic,
187,0.003805,Domestic,
187,0.003805,Domestic,
187,0.003932,Domestic,
187,0.003932,Domestic,
187,0.004186,Domestic,
187,0.004439,Domestic,
187,0.004535,Domestic,
187,0.004598,Domestic,
187,0.004788,Domestic,
187,0.004947,Domestic,
187,0.005074,Domestic,
187,0.005613,Domestic,
187,0.006025,Domestic,
187,0.006374,Domestic,
187,0.006405,Domestic,
187,0.006501,Domestic,
187,0.007008,Domestic,
187,0.009354,Domestic,
188,6.30E-05,Domestic,
188,0.000127,Domestic,
188,0.000127,Domestic,
188,0.000127,Domestic,
188,0.000222,Domestic,
188,0.000222,Domestic,
188,0.000254,Domestic,
188,0.000285,Domestic,
188,0.000349,Domestic,
188,0.000476,Domestic,
188,0.000539,Domestic,
188,0.000571,Domestic,
188,0.000634,Domestic,
188,0.000634,Domestic,
188,0.000761,Domestic,
188,0.000793,Domestic,
188,0.000824,Domestic,
188,0.000856,Domestic,
188,0.000983,Domestic,
188,0.000983,Domestic,
188,0.000983,Domestic,
188,0.00111,Domestic,
188,0.001459,Domestic,
188,0.001554,Domestic,
188,0.001744,Domestic,
188,0.001744,Domestic,
188,0.001776,Domestic,
188,0.001807,Domestic,
188,0.001807,Domestic,
188,0.001871,Domestic,
188,0.001903,Domestic,
188,0.001903,Domestic,
188,0.001934,Domestic,
188,0.001966,Domestic,
188,0.002029,Domestic,
188,0.002125,Domestic,
188,0.002188,Domestic,
188,0.002188,Domestic,
188,0.00222,Domestic,
188,0.00222,Domestic,
188,0.002251,Domestic,
188,0.002347,Domestic,
188,0.002537,Domestic,
188,0.002632,Domestic,
188,0.002632,Domestic,
188,0.002695,Domestic,
188,0.002695,Domestic,
188,0.002727,Domestic,
188,0.002886,Domestic,
188,0.003361,Domestic,
188,0.003393,Domestic,
188,0.00352,Domestic,
188,0.003678,Domestic,
188,0.003932,Domestic,
188,0.003964,Domestic,
188,0.004059,Domestic,
188,0.004059,Domestic,
188,0.004154,Domestic,
188,0.004217,Domestic,
188,0.004376,Domestic,
188,0.004598,Domestic,
188,0.011162,Domestic,
188,0.012906,Domestic,
189,3.20E-05,Domestic,
189,6.30E-05,Domestic,
189,9.50E-05,Domestic,
189,0.000159,Domestic,
189,0.00019,Domestic,
189,0.000317,Domestic,
189,0.000349,Domestic,
189,0.000381,Domestic,
189,0.000444,Domestic,
189,0.000507,Domestic,
189,0.000571,Domestic,
189,0.000571,Domestic,
189,0.000571,Domestic,
189,0.000698,Domestic,
189,0.000761,Domestic,
189,0.000824,Domestic,
189,0.00092,Domestic,
189,0.000983,Domestic,
189,0.001015,Domestic,
189,0.001046,Domestic,
189,0.001046,Domestic,
189,0.001142,Domestic,
189,0.001237,Domestic,
189,0.001237,Domestic,
189,0.001237,Domestic,
189,0.001237,Domestic,
189,0.001268,Domestic,
189,0.001268,Domestic,
189,0.001268,Domestic,
189,0.0013,Domestic,
189,0.001332,Domestic,
189,0.001395,Domestic,
189,0.00149,Domestic,
189,0.001554,Domestic,
189,0.001554,Domestic,
189,0.001554,Domestic,
189,0.001712,Domestic,
189,0.001776,Domestic,
189,0.001871,Domestic,
189,0.001966,Domestic,
189,0.001998,Domestic,
189,0.002029,Domestic,
189,0.002061,Domestic,
189,0.002156,Domestic,
189,0.002188,Domestic,
